ID,Address,Price_€,Rooms,Bathrooms,Size_m2,Price_m2,Property_type,Seller_type,City,Neightbourhood,Links,Description,Date_Scraped
id37512000001599,Piso  Carrer de puigcerdà. Piso con 3 habitaciones con ascensor y parking,217000,3,1,79,2747,FLAT,SECOND_HAND,Barcelona,La Verneda,https://www.habitaclia.com/comprar-piso-con_3_habitaciones_con_ascensor_y_parking_la_verneda_la_pau-barcelona-i37512000001599.htm?pag=990&hab=1&ban=1&f=&geo=p&from=list&lo=55,"CONTACTA CON NICOLAS,  Y LLAMADAS ¡¡Piso EXTERIOR CON BALCÓN en LA VERNEDA I LA PAU!! La vivienda con...",2023-06-20
id41859000000253,"Piso  en  Rambla 98. Oportunidad, ideal para inversor, para aquilar o vivir.",960000,1,1,181,5304,FLAT,SECOND_HAND,Barcelona,Gòtic,https://www.habitaclia.com/comprar-piso-oportunidad_ideal_para_inversor_para_aquilar_o_vivir_rambla_98_gotic-barcelona-i41859000000253.htm?pag=990&hab=1&ban=1&f=&geo=p&from=list&lo=55,"OPORTUNIDAD, IDEAL PARA INVERSOR, PARA AQUILAR O VIVIR.  Pack de tres pisos en venta en La Rambla, una de las mejores...",2023-06-20
id23591004306734,Piso  Carrer d'escornalbou. ¡¡¡oportunidad en la zona para entrar a vivir!!!,250000,2,1,65,3846,FLAT,SECOND_HAND,Barcelona,Guinardó,https://www.habitaclia.com/comprar-piso-oportunidad_en_la_zona_para_entrar_a_vivir_guinardo-barcelona-i23591004306734.htm?pag=990&hab=1&ban=1&f=&geo=p&from=list&lo=55,REF:  LCB20662 ¡¡¡OPORTUNIDAD EN LA ZONA PARA ENTRAR A VIVIR!!! Piso totalmente exterior y agradable tiene todo tipo d...,2023-06-20
id9379004272844,Piso  en  La Marina del Port. Atendemos via whatsapp: 602.25.68.10,280000,3,2,76,3684,FLAT,SECOND_HAND,Barcelona,La Marina del Port,https://www.habitaclia.com/comprar-piso-atendemos_via_whatsapp_602256810_la_marina_del_port-barcelona-i9379004272844.htm?pag=990&hab=1&ban=1&f=&geo=p&from=list&lo=55,"LCB22901   Magnífico piso exterior y reformado ubicado en una 3ª planta con ascensor. Dispone de tres habitaciones, u...",2023-06-20
id15237004312561,Piso  Carrer d'escornalbou. Oportunidad en la zona,250000,2,1,65,3846,FLAT,SECOND_HAND,Barcelona,Guinardó,https://www.habitaclia.com/comprar-piso-oportunidad_en_la_zona_guinardo-barcelona-i15237004312561.htm?pag=990&hab=1&ban=1&f=&geo=p&from=list&lo=55,"situado en una de las calles mas tranquilas y residenciales del baix del guinardo, presentamos una gran oportunidad, se...",2023-06-20
id37512000000712,Piso  Carrer d'escornalbou. Piso con 2 habitaciones con calefacción,250000,2,1,65,3846,FLAT,SECOND_HAND,Barcelona,Guinardó,https://www.habitaclia.com/comprar-piso-con_2_habitaciones_con_calefaccion_guinardo-barcelona-i37512000000712.htm?pag=990&hab=1&ban=1&f=&geo=p&from=list&lo=55,CONTACTA CON NOSOTROS  Y LLAMADAS NICOLAS  Situado en una de las calles mas tranquilas y residencial...,2023-06-20
id19805003905573,"Piso  en  Calle calle de balmes, 320. Piso de gran tamaño soleado en calle de balmes con gran terraza",810000,5,3,204,3971,FLAT,SECOND_HAND,Barcelona,Tres Torres,https://www.habitaclia.com/comprar-piso-de_gran_tamano_soleado_en_calle_de_balmes_con_gran_terraza_de_balmes_320_tres_torres-barcelona-i19805003905573.htm?pag=990&hab=1&ban=1&f=&geo=p&from=list&lo=55,"Piso en calle Balmes ( aprox numero 320), bien orientado con terraza soleada al sur de 204 m2. La vivienda cuenta con 5...",2023-06-20
id27402004364163,Piso  Carrer de los castillejos. Piso con 4 habitaciones con calefacción,399000,4,2,100,3990,FLAT,SECOND_HAND,Barcelona,Baix Guinardó,https://www.habitaclia.com/comprar-piso-con_4_habitaciones_con_calefaccion_baix_guinardo-barcelona-i27402004364163.htm?pag=990&hab=1&ban=1&f=&geo=p&from=list&lo=55,La Casa Agency presenta fantástico piso en Calle Castillejos. El piso consta de 100m2 distribuidos en: - Salón comedor a...,2023-06-20
id15212002915377,Piso  Del pou. Piso con 2 habitaciones,110000,2,1,39,2821,FLAT,SECOND_HAND,Barcelona,Prosperitat,https://www.habitaclia.com/comprar-piso-con_2_habitaciones_prosperitat-barcelona-i15212002915377.htm?pag=990&hab=1&ban=1&f=&geo=p&from=list&lo=55,"PISO REFORMADO DE 36m²  CON DOS HABITACIONES ( UNA DOBLE Y UNA INDIVIDUAL ), COMEDOR CON COCINA REFORMADA Y UN BAÑO.  S...",2023-06-20
id23591004307475,Piso  Carrer del rosselló. Piso con 3 habitaciones con ascensor y aire acondicionado,338000,3,2,71,4761,FLAT,SECOND_HAND,Barcelona,Sagrada Família,https://www.habitaclia.com/comprar-piso-con_3_habitaciones_con_ascensor_y_aire_acondicionado_sagrada_familia-barcelona-i23591004307475.htm?pag=990&hab=1&ban=1&f=&geo=p&from=list&lo=55,LA CASA AGENCY PUNT SANT PAU PRESENTA:  Maravilloso piso a 5 minutos de la Sagrada Familia. Muy cercano a todo tipo de...,2023-06-20
id5329004353407,Piso  en  La Marina del Port. Piso con 3 habitaciones,280000,3,2,76,3684,FLAT,SECOND_HAND,Barcelona,La Marina del Port,https://www.habitaclia.com/comprar-piso-con_3_habitaciones_la_marina_del_port-barcelona-i5329004353407.htm?pag=990&hab=1&ban=1&f=&geo=p&from=list&lo=55,REF. AB-ZFRANCA-320  CONTACTA CON NOSOTROS AL  AL ANDREA.  Magnífico piso exterior y reforma...,2023-06-20
id44250000001330,Piso  Carrer de los castillejos. Balcon cuatro habitaciones,399000,4,2,100,3990,FLAT,SECOND_HAND,Barcelona,Baix Guinardó,https://www.habitaclia.com/comprar-piso-balcon_cuatro_habitaciones_baix_guinardo-barcelona-i44250000001330.htm?pag=990&hab=1&ban=1&f=&geo=p&from=list&lo=55,LA CASA AGENCY LE OFRECE   fantástico piso en Calle Castillejos. El piso consta de 100m2 distribuidos en: - Salón come...,2023-06-20
id26096004026518,Piso  Carrer d'escornalbou. Buena ubicación!,250000,2,1,65,3846,FLAT,SECOND_HAND,Barcelona,Guinardó,https://www.habitaclia.com/comprar-piso-buena_ubicacion_guinardo-barcelona-i26096004026518.htm?pag=990&hab=1&ban=1&f=&geo=p&from=list&lo=55,LA CASA AGENCY PUNT SANT PAU OFRECE:  Situado en una de las calles mas tranquilas y residenciales del BAIX DEL GUINARD...,2023-06-20
id44250000000181,Piso  Carrer d'escornalbou. Dos habitaciones exterior,250000,2,1,65,3846,FLAT,SECOND_HAND,Barcelona,Guinardó,https://www.habitaclia.com/comprar-piso-dos_habitaciones_exterior_guinardo-barcelona-i44250000000181.htm?pag=990&hab=1&ban=1&f=&geo=p&from=list&lo=55,LA CASA AGENCY PUNT SANT PAU OFRECE:  Situado en una de las calles mas tranquilas y residenciales del BAIX DEL GUINARD...,2023-06-20
id23591004308110,Piso  Carrer de los castillejos. Piso con 4 habitaciones con calefacción,399000,4,2,100,3990,FLAT,SECOND_HAND,Barcelona,Baix Guinardó,https://www.habitaclia.com/comprar-piso-con_4_habitaciones_con_calefaccion_baix_guinardo-barcelona-i23591004308110.htm?pag=990&hab=1&ban=1&f=&geo=p&from=list&lo=55,La Casa Agency presenta fantástico piso en Calle Castillejos.  El piso consta de 100m2 distribuidos en:  - Salón comed...,2023-06-20
id23591004308110,Piso  Carrer de los castillejos. Piso con 4 habitaciones con calefacción,399000,4,2,100,3990,FLAT,SECOND_HAND,Barcelona,Baix Guinardó,https://www.habitaclia.com/comprar-piso-con_4_habitaciones_con_calefaccion_baix_guinardo-barcelona-i23591004308110.htm?pag=991&hab=1&ban=1&f=&geo=p&from=list&lo=55,La Casa Agency presenta fantástico piso en Calle Castillejos.  El piso consta de 100m2 distribuidos en:  - Salón comed...,2023-06-20
id41116000000882,Piso  Carrer d'escornalbou. Piso con 2 habitaciones con calefacción,250000,2,1,65,3846,FLAT,SECOND_HAND,Barcelona,Guinardó,https://www.habitaclia.com/comprar-piso-con_2_habitaciones_con_calefaccion_guinardo-barcelona-i41116000000882.htm?pag=991&hab=1&ban=1&f=&geo=p&from=list&lo=55,"LA CASA AGENCY les presenta Situado en una de las calles mas tranquilas y residenciales del BAIX DEL GUINARDO, presentam...",2023-06-20
id12584000001687,"Piso  en  Dreta de l´Eixample. Se vende piso en barcelona, zona l'eixample",209900,1,1,49,4284,FLAT,SECOND_HAND,Barcelona,Dreta de l´Eixample,https://www.habitaclia.com/comprar-piso-se_vende_en_zona_l_eixample_dreta_de_l_eixample-barcelona-i12584000001687.htm?pag=991&hab=1&ban=1&f=&geo=p&from=list&lo=55,"SE LOCALIZA EN EL BARRIO DEL EIXAMPLE EN BARCELONA, SE SITUA EN LA GRAN VIA DE LAS CORTES CATALANAS 615, EN LA MANZANA E...",2023-06-20
